X1 X2 X3 X4 X5 X6 X7 X8 X9 X10 X11 X12 X13 X14 X15 X16 X17 X18 X19 X20 X21 X22 X23 X24 X25 X26 X27 X28 X29 X30 X31 X32 X33 X34 X35 X36 X37 X38 X39 X40 X41 X42 X43 X44 X45 X46 X47 X48 X49 X50 X51 X52 X53 X54 X55 X56 X57 X58 X59 X60 X61 X62 X63 X64 X65 X66 X67 X68 X69 X70 X71 X72 X73 X74 X75 X76 X77 X78 X79 X80 X81 X82 X83 X84 X85 X86 X87 X88 X89 X90 X91 X92 X93 X94 X95 X96 X97 X98 X99 X100 Y
1.037 0.577 0.45 0.17 1.672 -1.694 0.079 0.636 0.0080 -2.505 -2.105 -0.231 -1.794 0.757 -0.176 -0.466 0.306 1.174 0.525 0.104 -1.162 -0.969 -2.59 0.384 -0.791 0.058 0.027 -0.461 -0.025 0.153 -0.137 0.73 -0.766 1.067 -0.183 -0.172 -1.135 -1.08 -0.536 0.21 0.546 0.126 -2.056 1.087 -0.606 0.092 -1.811 0.47 -0.592 -0.462 -1.297 -1.812 1.184 0.747 -0.442 0.544 0.489 -1.356 0.157 -2.642 -0.314 0.901 -0.781 -1.095 0.199 -2.013 0.157 -0.955 0.44 0.26 -0.088 0.598 0.142 -0.238 -0.248 -1.125 -1.55 0.206 0.785 -0.728 0.994 -0.521 0.587 -0.233 -0.523 -0.265 -0.531 1.412 0.366 0.169 0.772 1.289 0.311 -0.029 -0.887 0.098 0.556 0.605 0.076 0.878 -1
-1.125 -1.543 -0.776 -0.306 -0.988 -1.241 1.204 1.257 -1.037 -0.378 -1.006 1.166 0.562 -1.88 -0.946 -2.725 1.236 1.44 -1.118 -0.841 0.032 0.371 1.542 1.22 -1.461 -1.396 -1.424 1.368 0.218 1.433 0.011 -0.119 -1.285 1.144 -0.103 -0.725 0.233 -0.718 0.792 -0.774 -0.169 0.337 -0.989 0.6 -1.785 1.006 0.847 -1.183 0.769 -0.124 -0.477 1.369 0.261 -0.174 0.614 0.067 -0.152 -2.171 -0.55 1.013 -0.807 0.164 0.729 0.459 -0.708 -1.668 0.0050 0.217 -0.126 0.705 -1.893 -1.083 0.685 1.101 -0.126 -0.758 0.607 -0.249 1.002 1.354 0.578 -1.99 -0.04 0.659 -0.851 0.408 -0.937 1.616 0.338 -0.569 0.705 -1.115 0.484 0.23 0.039 1.115 -0.453 -2.114 -1.07 1.009 1
1.414 0.214 1.066 -0.536 -0.963 -0.776 1.149 -0.664 -1.62 0.146 2.073 0.75 0.874 0.486 0.772 -0.476 3.635 -0.282 -1.411 2.209 -0.234 -0.872 0.711 -2.51 -0.223 -0.385 0.0030 -1.031 -1.466 -0.54 0.669 -0.113 0.296 -1.179 -1.007 0.048 -0.8 0.95 -1.672 0.218 0.94 0.278 0.924 0.343 0.035 1.28 0.754 0.184 -1.075 0.142 0.733 1.537 0.336 -0.253 -1.358 0.155 -0.394 -0.993 0.444 0.187 -1.7 0.636 -0.601 -0.893 2.203 0.0040 -0.481 0.5 -1.922 0.282 0.806 -0.392 1.461 1.414 -0.648 0.761 0.105 0.786 0.556 -1.121 -1.087 -0.539 -0.118 -0.103 0.813 0.617 2.158 1.035 -1.17 -0.544 -1.032 -0.692 1.222 0.325 -1.883 0.517 0.735 -0.396 0.635 -1.249 -1
-2.646 -0.926 -2.736 -1.262 -0.538 -3.434 -0.485 -1.226 -0.725 0.553 0.888 1.468 0.9 0.463 -1.346 -0.436 0.956 -1.848 -0.098 0.291 0.144 1.598 0.188 0.09 -0.164 -0.385 1.087 1.068 -1.196 0.429 0.676 0.193 2.25 0.499 -1.201 0.155 -0.633 1.648 0.487 0.104 0.584 -0.0090 1.241 -0.071 -0.694 1.158 -0.77 2.022 -2.142 -0.585 -0.949 0.234 1.178 -0.867 2.993 1.355 -0.499 -0.27 0.724 -0.179 1.196 1.863 0.676 -1.058 -0.881 -1.682 -1.005 -1.63 -0.201 -0.84 0.191 -0.358 -0.63 -1.157 0.669 -0.145 0.767 1.462 -0.12 1.692 -0.232 -0.117 -1.541 0.623 -1.632 0.386 0.517 0.332 2.118 -0.635 -0.719 1.894 0.67 -1.107 -0.55 -0.675 -0.6 -1.882 0.33 0.165 1
0.052 -0.126 -0.942 -0.927 1.445 0.06 -0.661 -0.113 1.426 0.64 -0.443 -1.505 -0.229 1.269 0.688 -0.707 0.164 -0.24 0.02 1.669 0.832 -0.491 -0.145 0.557 -0.812 -1.746 -1.149 -2.282 -1.174 -0.574 0.562 -1.335 1.886 1.328 1.767 -1.225 0.853 -0.268 -0.756 -1.287 0.199 0.397 -1.036 1.078 -0.439 0.077 -0.16 2.228 1.743 0.354 -0.638 1.063 0.766 0.836 -0.168 -0.422 -0.785 0.421 2.076 0.973 0.448 0.181 0.146 0.624 1.437 0.721 0.66 -0.311 0.337 1.174 0.618 -0.221 0.08 0.529 -1.43 0.178 0.457 -1.643 1.148 0.811 -0.245 -1.002 -0.414 2.519 -0.344 1.911 -1.315 0.884 2.204 0.701 -0.935 -0.788 0.383 -2.193 -0.0080 -1.171 -1.09 0.59 -1.293 -0.268 1
1.059 -0.739 0.188 -1.255 1.576 1.224 -0.253 0.153 -1.029 -1.015 1.139 -0.277 -1.087 -0.687 -0.044 -0.102 1.155 0.553 -0.361 -0.551 1.051 0.3 -0.136 -0.676 0.421 1.327 -0.895 -0.895 1.619 -1.201 0.203 -0.939 0.743 2.152 0.059 2.12 0.267 0.479 1.789 0.367 0.667 -1.663 0.02 -0.094 0.052 0.55 0.611 0.322 -1.383 1.778 -1.197 -1.295 -0.277 0.864 0.36 0.525 1.485 0.585 -0.093 -0.299 0.255 0.999 -0.116 -0.02 0.24 -2.573 0.756 0.163 -1.214 0.462 -0.904 -1.284 -0.032 -0.346 0.134 0.54 0.097 0.962 0.107 -1.353 -1.245 0.064 -0.069 -0.401 -0.419 0.066 -0.988 -0.658 -1.233 -0.572 -0.429 -0.445 0.361 -0.842 -0.041 -0.288 1.125 -0.061 0.451 -1.408 1
-1.515 0.029 -1.672 -0.676 -0.681 0.117 -3.448 0.479 -1.076 0.527 0.676 -0.933 0.913 0.771 0.985 0.5 0.213 0.177 -1.508 -1.483 0.037 0.406 1.31 0.695 0.222 -0.072 0.858 -1.302 -1.402 -0.372 0.742 -0.936 -0.435 0.967 0.641 -0.108 1.299 -1.244 0.661 0.327 -0.276 0.079 0.677 -1.01 -1.145 -0.549 -0.147 0.14 -0.696 -1.378 -0.513 1.008 -0.033 -0.285 1.757 0.142 0.064 -1.165 2.634 0.641 0.705 -1.074 0.032 0.478 -0.842 -0.208 0.805 0.548 -1.866 -0.044 0.195 -1.206 -0.807 2.352 -0.909 1.644 0.109 0.625 1.634 0.406 1.957 -0.356 0.052 0.742 0.0040 -0.866 0.458 -0.856 -1.334 -0.034 -0.016 -1.126 -0.326 -2.07 -0.424 1.362 -1.875 -0.885 -0.827 -0.607 -1
-1.465 0.577 0.441 -0.32 -0.34 0.14 1.834 2.507 -0.099 0.571 1.143 0.532 -1.433 0.158 -0.296 -0.698 0.923 0.229 2.039 -0.081 -1.968 -0.688 0.522 -1.733 -1.343 -0.349 -0.712 0.443 -1.982 -1.298 0.576 -0.46 -0.178 -1.816 -0.517 -1.953 0.742 -0.422 -1.443 -0.817 0.117 0.84 -1.809 -0.07 -0.913 -1.623 0.85 -0.533 0.394 -0.516 -0.056 -1.077 -0.533 0.144 0.361 2.512 0.515 0.631 -0.236 -0.8 0.508 -0.163 -1.381 -0.771 2.415 -0.374 -0.181 1.617 0.765 -0.648 -0.511 -0.284 -0.71 -0.583 0.033 0.633 0.947 0.122 0.057 0.641 1.876 -0.707 -0.897 -1.051 1.091 -0.041 -0.222 1.135 -0.811 -0.663 0.696 -1.265 -0.729 -0.509 1.855 -0.297 0.577 1.547 -1.124 0.551 1
-0.821 -1.043 0.663 -0.085 1.728 0.284 0.906 -1.633 1.066 0.662 -0.011 1.512 -1.273 0.671 0.748 -0.106 -0.874 -0.516 -0.721 1.35 1.391 0.502 0.109 0.464 -0.467 0.93 -1.757 -0.959 0.691 0.515 1.16 0.99 -0.416 1.305 1.812 -0.534 1.964 0.68 -0.082 -1.368 -0.458 1.434 0.347 -0.383 0.135 1.648 0.057 -0.135 0.436 0.035 -0.253 0.46 1.425 1.929 -0.802 -1.073 -0.96 1.134 0.974 1.057 -0.923 0.179 0.609 0.0030 -0.156 -0.163 0.463 1.431 -0.67 0.214 0.88 -1.01 -1.75 0.288 -0.581 -2.619 -0.503 -2.476 1.244 -0.256 -0.445 -2.376 0.144 0.378 -2.695 0.39 -0.091 1.277 0.363 -2.543 -0.232 -2.117 1.05 0.188 -1.198 0.488 1.44 0.453 0.2 -1.562 1
0.53 0.721 1.224 1.252 0.677 -0.023 1.907 0.025 0.599 0.211 -1.505 0.124 1.036 -1.842 1.204 -0.741 -1.493 -0.304 0.317 1.134 0.538 -0.462 -0.621 -0.421 2.263 0.413 -0.403 -1.082 -1.084 0.245 -1.565 1.183 -0.092 -1.463 -0.257 0.777 -0.198 1.007 -1.185 -0.623 0.247 -0.332 2.029 0.72 0.176 -0.508 -1.371 0.759 0.452 0.503 -0.792 -0.516 -2.799 1.885 0.136 -0.472 -0.663 1.697 -0.251 -0.457 0.068 -1.185 2.023 -0.114 -1.234 1.428 -1.597 0.586 0.785 -0.545 -1.049 -0.855 -1.314 -0.345 0.627 -0.266 -0.76 -0.316 0.917 -0.479 -1.509 -0.216 1.315 -1.146 -0.869 0.334 0.744 -0.0020 -0.391 0.235 -0.677 -0.879 2.323 -0.868 -0.343 -0.28 1.501 0.783 0.23 0.476 1
0.039 1.055 -0.133 -0.503 1.323 0.761 0.078 1.025 1.556 0.222 -0.428 -0.72 0.221 0.372 -0.068 -0.662 -0.166 1.225 -0.439 1.544 -0.236 0.149 -1.327 -0.354 -0.0060 -0.0030 0.342 -0.524 -0.591 -1.503 0.177 0.787 -0.469 1.54 0.139 0.743 1.159 1.271 0.354 -1.387 -0.556 0.173 0.56 -0.047 -0.497 -0.302 -0.411 1.462 1.134 1.041 0.542 -1.985 -0.131 -1.024 -0.489 0.649 -0.174 -0.109 1.105 2.024 -0.385 -1.978 2.347 -1.062 -0.867 -0.596 -1.208 -1.949 1.901 0.303 -1.345 -2.216 0.412 -0.876 -0.128 -1.036 -0.102 -1.658 0.593 1.131 1.234 0.524 -0.711 1.38 0.594 0.248 -0.0070 -0.149 -0.961 0.708 0.319 -0.507 1.086 1.161 1.068 1.262 -1.063 0.823 -1.045 0.053 1
-0.19 -0.202 0.642 -0.962 1.317 -0.126 -0.941 0.403 -0.694 0.428 -0.733 -1.316 0.256 1.13 -2.008 -2.667 -0.246 1.392 1.398 -1.213 -1.702 -0.054 1.316 0.844 1.072 0.583 0.829 1.315 -0.199 0.624 -0.65 -0.734 0.33 0.53 -0.02 0.327 0.0030 -1.074 0.688 -0.693 0.564 -1.769 -0.603 1.057 0.257 -1.475 0.023 -0.301 0.427 -0.412 -0.874 0.475 0.19 0.832 -0.752 -0.244 -0.718 -0.026 0.751 0.422 -1.49 -0.277 1.419 0.218 0.851 -0.316 -1.085 0.133 0.75 0.143 0.194 -0.652 1.171 -0.523 1.891 0.087 -1.787 -0.283 0.085 0.212 -1.046 0.671 0.141 0.254 -0.0040 -0.443 0.446 1.04 -1.808 0.993 -0.637 2.127 -0.808 1.302 -2.279 0.195 -0.249 0.476 0.677 0.821 1
0.503 -0.861 0.332 0.238 -0.334 2.776 0.503 1.647 0.232 0.475 -1.434 -0.482 0.448 0.632 0.67 -0.329 0.45 -0.366 1.118 0.865 -0.159 -0.22 -1.515 0.722 0.529 -0.816 -0.284 -0.303 -0.585 1.275 0.143 -0.615 0.308 0.949 0.396 -0.369 0.841 -1.195 -0.659 0.299 0.082 -0.862 -1.162 0.993 0.769 0.808 -0.504 -0.524 -0.909 1.768 -0.413 -0.346 -0.655 0.362 1.03 -0.775 0.951 -0.511 0.023 -0.948 -0.86 -0.697 0.039 1.378 -0.402 0.245 0.512 0.036 0.138 1.236 -2.157 -0.161 0.172 0.213 -0.282 0.912 1.084 1.557 0.524 -1.472 0.934 0.055 0.075 0.749 0.499 -0.874 -1.155 0.907 1.378 -1.358 -1.032 -0.577 0.876 1.361 1.089 -0.0040 1.712 0.429 1.475 -2.176 1
0.822 -2.168 2.634 -1.555 1.646 0.367 -0.155 0.748 -0.034 -0.181 -1.188 0.575 0.061 0.036 0.73 -0.131 -0.41 -0.38 0.871 -0.987 -0.697 0.148 -1.138 0.714 0.637 0.266 1.538 -2.094 -0.528 0.632 -1.189 1.175 0.463 -0.16 0.075 -0.335 0.419 -0.516 -0.063 0.07 -0.29 -0.994 -0.34 1.702 -0.302 0.521 1.102 -0.517 -0.171 -0.942 0.272 0.206 0.976 -1.01 0.586 -0.59 0.536 0.023 -0.181 -0.106 -1.028 0.333 1.24 1.109 1.22 0.643 -0.252 0.81 -0.327 -1.739 0.446 0.271 -0.208 -0.64 -2.138 0.475 -0.123 -1.179 0.58 -1.023 -0.137 0.045 -0.992 -0.395 1.577 1.207 -0.507 0.67 0.826 0.302 -0.28 1.988 -0.414 -0.865 2.333 -1.058 -0.315 -0.906 0.288 -1.163 1
-0.396 -0.865 -0.05 -0.355 1.331 -1.696 1.64 -0.984 -1.22 0.787 -0.826 -0.879 1.419 -0.807 0.899 -2.035 1.753 1.74 0.638 -0.187 0.87 -1.108 -1.559 0.677 1.686 0.923 0.994 0.366 -1.46 -0.998 0.506 1.028 -0.413 -0.357 -0.37 -0.517 -0.434 1.152 -0.637 2.186 1.804 0.086 2.751 -0.501 -0.266 0.541 1.174 -1.312 0.474 0.588 0.474 0.368 0.661 0.052 0.193 -0.938 1.464 -0.657 0.541 -0.874 0.295 1.432 -0.757 2.536 1.404 -0.441 0.138 0.344 -1.195 -1.458 0.142 0.018 -0.401 -0.078 0.04 -0.249 0.494 -0.239 -0.771 0.572 -0.832 -0.705 0.383 0.691 0.121 0.849 0.656 0.251 -0.364 0.625 2.589 -1.276 -1.381 0.947 1.023 -0.962 -0.356 -0.384 0.669 -1.007 1
-2.052 0.36 1.941 -0.181 -0.97 -1.729 0.755 1.493 0.653 0.479 0.147 0.011 0.13 -2.595 1.093 0.634 -0.286 1.333 -0.605 -1.908 -0.603 -0.048 -1.156 -0.516 2.286 0.24 0.276 -1.341 -0.489 -0.284 -0.816 0.219 0.701 -0.921 -0.956 -0.434 -0.61 -0.507 -0.265 1.145 -0.34 0.18 -0.563 -0.584 -1.291 -0.625 -0.764 -1.137 -0.194 -0.982 -0.204 0.265 -1.41 -1.541 1.206 -0.309 -0.27 0.957 0.334 0.972 3.299 0.379 -0.033 -0.284 0.257 0.298 -0.454 0.78 -0.638 -1.571 -0.415 0.155 -1.056 -0.707 0.6 0.949 0.643 1.115 2.341 0.154 -0.207 -1.553 -0.712 1.532 1.163 -0.706 1.265 -1.395 0.483 -1.904 0.74 -0.352 -0.01 1.38 0.605 0.517 0.024 1.87 -0.752 0.803 -1
0.795 1.544 -2.238 -1.715 -0.071 0.542 -0.969 -1.308 -0.333 -0.575 -0.442 0.383 0.938 -1.134 -1.773 -0.135 -0.864 1.196 -0.432 -0.05 0.692 -0.455 -0.713 -0.648 0.167 0.217 0.79 0.162 1.003 -0.381 -0.525 0.638 -0.066 0.134 1.152 -0.936 -1.771 -0.454 -0.412 -0.928 1.206 1.101 -0.994 0.932 -0.021 -0.467 -0.21 1.204 0.147 1.806 1.36 2.651 -0.0090 1.185 -0.666 0.27 0.698 1.179 0.93 -0.967 0.241 -0.065 0.284 0.04 -1.07 0.061 0.336 0.065 -1.008 0.04 -0.808 -0.989 -0.845 -0.439 0.445 0.051 0.284 -0.176 0.236 3.124 0.245 1.045 -0.901 0.871 0.579 -0.105 -0.186 -0.02 0.325 -0.08 0.076 1.814 -0.472 0.82 1.862 -0.085 -1.673 -0.681 1.296 -0.03 1
1.179 1.301 1.164 -1.345 1.074 -0.147 1.403 0.877 0.179 -1.442 -0.6 1.022 -0.117 -0.967 0.151 1.32 -0.244 -0.252 0.313 0.716 0.568 0.329 0.947 1.016 1.291 1.154 -1.505 0.635 0.458 0.705 -1.022 0.119 -0.738 0.264 -0.056 -0.266 -2.438 0.35 -0.028 1.683 -0.204 0.654 -0.475 -0.233 -0.431 0.911 -1.503 -0.248 -0.214 0.033 0.974 -2.653 -1.228 0.821 -0.529 0.498 1.993 -1.426 -0.067 0.744 -0.246 -2.998 -2.299 3.567 1.48 -0.088 -0.36 0.719 -1.508 0.114 0.051 -0.585 0.0 1.157 1.954 1.537 1.263 -0.45 1.924 -1.735 -2.661 0.793 0.386 0.617 0.548 -1.435 1.54 -1.268 0.108 -0.89 -0.795 1.453 0.964 -1.818 -0.809 0.179 -0.887 0.496 0.284 -0.125 -1
0.999 -1.31 0.667 0.088 0.82 0.212 -1.024 -0.39 -0.61 -0.242 0.577 1.222 -0.365 0.0050 -1.538 0.584 1.725 -0.709 1.533 0.137 0.276 1.454 -1.271 1.205 0.042 -0.267 0.089 -1.448 -0.281 -1.817 -0.272 -0.924 0.413 -0.039 0.142 -0.473 0.512 1.815 0.475 1.469 -1.078 0.551 0.182 0.534 -1.486 0.387 0.0090 -0.825 -0.934 -0.142 0.772 1.372 0.9 0.097 0.741 -1.107 -0.865 0.387 -0.887 -0.179 -0.826 -2.183 -0.186 2.111 -1.961 0.79 0.221 -0.407 -0.762 -0.72 -1.4 -0.66 0.689 -0.736 -2.662 -0.316 -1.368 -0.487 1.714 -1.048 0.496 -1.595 -1.069 -0.425 -0.013 1.571 -0.837 -0.857 1.468 0.754 1.882 -1.324 -0.214 -0.286 0.367 -1.674 1.263 -0.501 -0.708 1.956 1
-0.886 0.386 -0.859 -1.712 -1.21 0.126 -1.019 0.693 -0.019 -0.018 0.368 0.809 -1.008 1.218 -0.191 -0.285 -0.98 1.277 1.51 -0.754 -0.663 -0.808 0.033 -0.266 -0.42 0.452 0.814 -1.704 0.942 0.11 0.499 -0.423 0.202 1.232 0.942 1.091 1.906 0.593 -0.063 -0.177 -0.636 0.394 2.47 0.16 -1.201 -0.126 0.336 -0.408 -0.796 -0.579 0.844 -0.226 0.469 -1.979 -1.296 -2.311 0.467 1.74 0.298 0.756 0.672 -0.727 0.511 0.573 0.355 -0.987 -1.206 -0.72 -0.892 -0.156 -0.493 0.044 -1.114 -1.094 -1.042 0.662 -1.843 -1.047 -0.853 -2.033 0.834 -0.25 -0.034 1.727 0.817 0.817 0.218 1.37 1.057 -0.428 2.3 -1.175 0.956 0.048 -0.117 0.0 1.029 -1.048 0.341 -0.354 1
-0.62 0.564 0.192 0.878 0.403 -1.098 -0.093 0.848 -1.199 -1.8 1.077 -1.338 -0.232 1.201 0.855 -0.111 0.54 -0.554 -0.815 -1.218 -0.325 -0.0010 -0.1 -0.549 -0.218 -0.422 1.242 0.402 -0.346 0.61 -0.296 -0.676 0.372 1.207 -0.65 -1.199 -0.253 -0.161 0.815 -0.636 0.754 -0.402 1.369 1.953 0.647 -0.642 0.092 -0.203 -0.913 -0.779 1.488 -0.442 1.407 0.0010 1.041 0.809 0.374 -0.184 0.883 2.736 -0.67 -1.349 -0.624 -0.935 -0.499 -0.923 -1.077 -0.485 0.283 -0.202 -0.694 -0.058 -0.847 0.48 0.729 0.124 -0.507 -0.338 0.05 0.369 -0.11 0.687 0.498 0.343 0.5 -0.113 0.86 -1.175 2.018 -1.244 -1.119 0.174 -0.274 -1.775 -0.132 -0.912 1.935 1.192 1.274 -0.589 1
1.504 -0.87 -0.011 1.476 -0.603 -2.076 1.232 -1.683 0.942 0.264 0.768 1.875 -0.0040 -1.966 -0.075 -2.793 1.265 0.016 -1.047 0.712 -0.269 -0.0040 2.75 0.04 1.193 1.087 0.67 1.931 0.465 0.073 0.232 1.466 0.811 -0.849 -1.331 0.281 0.195 0.253 1.04 0.725 -2.173 1.363 1.101 0.222 -1.229 -1.214 -0.924 -0.064 -1.438 -0.101 -0.745 0.275 -1.382 1.589 -0.045 -1.774 -0.688 1.192 -1.321 -1.078 -1.504 -0.728 -0.987 -0.365 0.538 1.531 -1.671 0.428 0.184 0.693 1.972 -0.121 1.985 -0.146 1.318 0.426 -0.12 -0.916 -2.314 0.46 -0.62 -0.43 -1.236 -0.092 -0.078 -0.363 -1.04 -0.0030 0.437 0.294 -0.974 -0.078 -0.46 -0.56 -1.038 0.021 1.303 -1.345 -0.332 -1.823 1
1.268 -0.831 0.067 0.1 -0.411 -1.558 0.015 -2.497 -0.804 0.334 2.294 0.524 0.363 1.029 0.793 1.09 -0.772 -0.481 0.132 -0.313 -1.432 0.733 2.244 -0.808 0.041 1.544 -1.037 0.484 -0.551 -0.09 0.069 -0.085 1.042 -1.104 -2.049 -0.749 -0.645 -0.068 -2.383 0.569 0.611 1.082 -1.248 -1.566 -1.027 -1.318 0.495 0.651 1.102 2.575 0.561 -1.309 0.312 -1.422 0.124 0.742 0.281 0.894 2.464 -1.133 0.047 -0.239 2.204 -1.034 0.739 1.46 1.101 0.063 -1.387 0.84 -0.768 0.749 0.583 0.622 0.959 0.862 -0.0040 0.252 -0.0030 0.676 0.341 0.94 0.949 0.225 -0.534 -0.496 -0.054 -0.762 0.88 0.574 0.551 0.54 2.363 1.329 0.742 0.419 0.166 -1.022 1.09 -0.306 1
1.267 -1.346 -0.097 0.961 -1.176 -0.709 -0.092 -0.18 0.564 -0.0020 0.878 0.239 1.143 -1.088 -0.0010 0.297 0.638 -0.964 -1.409 0.127 -0.536 -0.025 -0.512 2.268 1.678 -0.205 -0.217 0.118 -0.282 1.337 0.033 1.376 -1.562 1.658 0.097 -0.163 1.464 0.246 1.114 -0.835 -0.012 0.137 -1.603 -0.113 0.731 0.39 -0.423 -0.524 -0.687 -0.851 -1.095 -1.565 0.048 0.492 0.962 -0.237 -0.122 -2.088 -0.527 0.499 -2.683 0.898 0.98 0.215 -1.235 -0.226 2.206 0.351 0.724 -0.173 1.421 -0.642 -0.265 -1.336 -2.335 0.694 -1.067 2.994 0.128 -1.208 -1.449 -0.633 0.295 0.49 0.269 -0.0090 -1.217 -0.265 -1.054 -0.658 0.425 -1.289 -0.237 1.149 -0.299 -0.785 -0.16 -0.256 0.327 0.862 -1
0.503 -0.26 0.804 1.639 0.393 0.348 1.395 0.011 0.506 0.347 -0.648 0.331 -0.794 -1.057 0.071 -0.414 0.317 -0.887 -1.259 1.042 -0.532 -0.542 -0.818 -0.269 1.299 -0.768 -1.06 -1.809 -0.496 0.398 0.473 0.12 -1.348 0.936 -0.253 -0.469 -0.423 0.321 0.528 1.306 1.691 -2.378 -0.572 -1.813 1.802 -0.393 -0.474 -0.294 -0.0060 -2.1 0.022 -0.185 1.633 -1.364 -0.23 0.579 -0.544 0.789 0.839 -0.174 0.912 0.449 -0.78 0.58 -0.995 0.879 0.333 0.376 0.255 -0.47 -0.602 1.151 0.789 -0.606 -0.243 0.813 0.563 -1.094 -0.539 0.323 0.034 0.464 -0.146 0.831 -2.815 1.323 -0.242 -0.632 0.395 -0.547 -0.382 -1.235 -0.283 1.037 -0.509 -0.816 -0.778 0.143 -0.54 0.582 -1
0.393 0.097 -0.0070 -0.615 0.919 0.012 0.575 0.102 0.03 1.294 0.027 1.788 -0.18 -0.947 -1.955 -0.125 -0.244 0.334 -1.158 -0.666 -1.564 1.576 0.425 1.192 0.093 -0.477 -0.325 1.351 -0.525 0.307 -1.297 -1.341 -1.057 0.991 -1.465 0.677 -1.249 1.46 -0.427 -0.309 -1.361 -0.339 0.294 0.361 -0.248 -0.311 0.276 -0.699 0.386 -1.508 -1.996 0.65 -0.749 0.834 0.514 -0.691 -0.779 0.106 -0.065 0.018 -0.745 1.504 0.225 1.184 0.133 1.34 -0.239 0.64 -1.699 -0.252 -0.898 1.724 0.663 -0.464 0.371 -2.008 0.772 0.298 -0.109 -0.976 -0.819 -0.687 1.008 1.043 0.643 1.616 1.869 -0.29 0.791 0.356 -0.567 -1.504 0.743 0.835 -0.185 0.843 0.277 -0.819 -0.058 -0.265 1
-0.716 -0.041 -0.733 -0.705 -0.461 -0.672 -0.568 0.404 -0.08 1.629 0.038 -1.786 0.633 0.197 -0.532 -1.168 -1.66 1.038 1.379 0.518 1.773 0.939 -0.164 0.217 -0.751 0.383 0.103 2.499 0.395 -0.921 0.447 -1.136 1.289 1.032 0.054 -1.073 1.016 0.608 -0.469 -0.472 -0.031 -0.377 0.126 -0.687 0.952 -0.022 -0.841 -0.437 -1.127 0.352 0.992 -0.064 -0.1 0.702 0.422 0.136 0.1 -1.217 -0.147 -0.28 -0.241 -1.459 0.966 0.076 -0.671 -1.304 -0.393 -1.36 1.365 -1.923 -0.247 -0.972 -0.832 2.738 0.546 -0.255 -0.565 -2.116 -0.058 0.919 0.905 -0.288 1.023 1.524 0.242 -1.211 1.637 -0.364 1.488 0.445 0.399 0.636 0.366 -1.756 -0.824 0.609 0.397 0.385 -0.017 0.068 1
0.055 -0.843 -0.013 0.238 0.395 -1.665 0.841 0.935 -0.1 -0.799 -0.316 -0.835 -1.018 -0.142 -1.368 -2.061 1.61 0.146 0.244 0.016 -1.185 1.031 0.124 -0.768 -0.517 0.578 0.488 0.332 -1.379 -1.137 -0.153 0.469 1.953 -1.328 1.838 0.742 -0.134 -0.324 -0.035 1.277 -0.042 0.89 0.332 0.54 -0.288 0.517 1.055 -1.257 0.521 0.823 -1.764 -1.641 2.0 1.153 1.529 -0.673 -1.352 0.151 -1.285 -0.414 1.756 -1.079 -1.076 -0.119 1.04 1.018 -1.154 0.303 -0.244 -0.084 2.912 -0.104 0.389 1.749 -1.229 0.684 0.86 -0.246 0.297 -0.131 -1.185 -0.076 1.083 -0.0040 0.181 0.059 -0.882 -0.755 0.585 -0.051 1.55 -0.54 -0.225 0.165 0.032 0.413 -0.841 1.628 1.229 -1.77 1
-0.118 -0.156 0.98 0.743 -0.833 -1.58 1.697 2.275 -1.864 -2.559 -0.604 -0.479 -0.514 1.597 -1.331 -0.304 0.031 1.523 -0.671 0.86 -0.099 -1.024 -0.121 1.081 0.437 -1.529 1.455 1.965 -0.535 -1.746 -0.425 2.338 0.025 0.046 0.819 -0.414 -0.377 1.026 1.048 0.631 1.095 -0.287 -0.378 1.11 -1.089 -0.667 -0.0080 -0.772 1.023 -0.402 -0.386 -0.781 -0.13 0.075 -1.649 -1.27 0.314 -0.788 -0.871 0.566 -0.465 -1.16 -0.88 -0.9 0.035 0.088 -0.283 0.045 -0.573 -1.821 0.662 1.576 -0.254 0.976 0.221 0.44 -0.675 0.984 -0.707 -0.132 0.66 -1.283 -0.382 -0.14 -0.314 -0.888 0.832 -0.478 -1.137 -0.691 -0.496 0.185 1.279 -1.211 0.72 -0.98 0.046 -1.745 1.195 1.278 1
0.0050 0.075 0.201 0.319 -0.557 -0.143 1.604 0.59 1.021 0.799 0.248 0.995 1.179 1.077 -1.611 -0.951 0.098 1.527 0.504 1.66 0.053 -0.109 -0.506 0.051 0.172 -1.216 -0.522 1.411 1.478 -1.065 0.499 -1.072 0.597 0.111 -1.552 0.178 1.186 -1.106 -0.154 2.266 -0.125 -1.301 -2.471 1.242 -0.585 0.671 1.356 0.0010 1.499 0.281 0.798 0.192 0.269 -1.448 -2.187 -0.539 -1.408 -1.591 -0.802 0.085 -0.051 -0.0060 1.621 0.962 -0.625 -1.219 0.595 1.031 1.036 1.767 -0.683 -0.523 -1.299 -0.277 -0.482 1.437 -2.27 -0.171 0.055 0.749 -0.784 1.063 -1.147 0.0040 -1.412 0.529 -1.412 0.903 1.083 0.956 0.935 -1.139 0.098 -0.347 -1.628 1.669 -0.498 0.579 0.605 0.316 -1
